timestamp_iso,timestamp_ms,node_id,ext_addr,temp_c,humidity_pct,soil_raw,soil_pct,light_raw,light_lux,vpd_kpa,rssi_dbm
2025-12-01T14:42:50.444Z,1764600170444,0x1,0x124b00330e3c0e,16.13,43.95,6926,69.3,95,95,1.028,-59
2025-12-01T14:44:20.445Z,1764600260445,0x1,0x124b00330e3c0e,16.12,43.95,6920,69.2,94,94,1.027,-60
2025-12-01T14:45:50.441Z,1764600350441,0x1,0x124b00330e3c0e,16.13,43.91,6920,69.2,94,94,1.028,-59
2025-12-01T14:47:20.437Z,1764600440437,0x1,0x124b00330e3c0e,16.13,43.97,6920,69.2,95,95,1.027,-59
2025-12-01T14:48:50.426Z,1764600530426,0x1,0x124b00330e3c0e,16.12,43.94,6906,69.1,95,95,1.027,-59
2025-12-01T14:50:20.423Z,1764600620423,0x1,0x124b00330e3c0e,16.14,43.99,6906,69.1,95,95,1.028,-58
2025-12-01T14:51:50.425Z,1764600710425,0x1,0x124b00330e3c0e,16.12,43.92,6906,69.1,95,95,1.028,-59
2025-12-01T14:53:20.420Z,1764600800420,0x1,0x124b00330e3c0e,16.12,43.99,6906,69.1,94,94,1.026,-59
2025-12-01T14:54:50.415Z,1764600890415,0x1,0x124b00330e3c0e,16.12,43.93,6899,69,94,94,1.027,-59
2025-12-01T14:56:20.406Z,1764600980406,0x1,0x124b00330e3c0e,16.11,43.94,6892,68.9,94,94,1.027,-59
2025-12-01T14:57:50.407Z,1764601070407,0x1,0x124b00330e3c0e,16.09,43.96,6892,68.9,94,94,1.025,-58
2025-12-01T14:59:20.402Z,1764601160402,0x1,0x124b00330e3c0e,16.08,44.02,6886,68.9,94,94,1.023,-59
2025-12-01T15:00:50.395Z,1764601250395,0x1,0x124b00330e3c0e,16.04,44.06,6886,68.9,94,94,1.02,-59
2025-12-01T15:02:20.398Z,1764601340398,0x1,0x124b00330e3c0e,16.02,44.03,6886,68.9,94,94,1.019,-59
2025-12-01T15:03:50.389Z,1764601430389,0x1,0x124b00330e3c0e,16.04,43.99,6879,68.8,95,95,1.021,-59
2025-12-01T15:05:20.384Z,1764601520384,0x1,0x124b00330e3c0e,16.04,43.96,6872,68.7,94,94,1.022,-59
2025-12-01T15:06:50.385Z,1764601610385,0x1,0x124b00330e3c0e,16.03,43.99,6872,68.7,94,94,1.02,-59
2025-12-01T15:08:20.380Z,1764601700380,0x1,0x124b00330e3c0e,16.01,44.04,6872,68.7,94,94,1.018,-58
2025-12-01T15:09:50.378Z,1764601790378,0x1,0x124b00330e3c0e,16,44.05,6872,68.7,95,95,1.017,-58
2025-12-01T15:11:20.369Z,1764601880369,0x1,0x124b00330e3c0e,16.04,43.97,6865,68.7,95,95,1.021,-59
2025-12-01T15:12:50.367Z,1764601970367,0x1,0x124b00330e3c0e,16.01,43.97,6865,68.7,94,94,1.019,-59
2025-12-01T15:14:20.360Z,1764602060360,0x1,0x124b00330e3c0e,16,44.02,6852,68.5,94,94,1.018,-59
2025-12-01T15:15:50.356Z,1764602150356,0x1,0x124b00330e3c0e,15.99,44,6852,68.5,94,94,1.018,-58
2025-12-01T15:17:20.355Z,1764602240355,0x1,0x124b00330e3c0e,16,43.94,6852,68.5,94,94,1.019,-58
2025-12-01T15:18:50.344Z,1764602330344,0x1,0x124b00330e3c0e,16,44.01,6852,68.5,94,94,1.018,-59
2025-12-01T15:20:20.345Z,1764602420345,0x1,0x124b00330e3c0e,16,44,6852,68.5,95,95,1.018,-59
2025-12-01T15:21:50.341Z,1764602510341,0x1,0x124b00330e3c0e,16,44.09,6845,68.5,94,94,1.017,-58
2025-12-01T15:23:20.330Z,1764602600330,0x1,0x124b00330e3c0e,15.99,44.21,6831,68.3,94,94,1.014,-59
2025-12-01T15:24:50.333Z,1764602690333,0x1,0x124b00330e3c0e,16,44.22,6825,68.3,95,95,1.014,-59
2025-12-01T15:26:20.326Z,1764602780326,0x1,0x124b00330e3c0e,15.99,44.34,6838,68.4,95,95,1.011,-59
2025-12-01T15:27:50.317Z,1764602870317,0x1,0x124b00330e3c0e,16,44.39,6831,68.3,94,94,1.011,-58
2025-12-01T15:29:20.313Z,1764602960313,0x1,0x124b00330e3c0e,16,44.41,6818,68.2,94,94,1.011,-59
2025-12-01T15:30:50.315Z,1764603050315,0x1,0x124b00330e3c0e,16,44.46,6818,68.2,94,94,1.01,-59
2025-12-01T15:32:20.310Z,1764603140310,0x1,0x124b00330e3c0e,16.01,44.52,6818,68.2,94,94,1.009,-59
2025-12-01T15:33:50.305Z,1764603230305,0x1,0x124b00330e3c0e,16,44.49,6804,68,94,94,1.009,-59
2025-12-01T15:35:20.297Z,1764603320297,0x1,0x124b00330e3c0e,16.01,44.54,6811,68.1,94,94,1.009,-59
2025-12-01T15:36:50.294Z,1764603410294,0x1,0x124b00330e3c0e,15.99,44.56,6811,68.1,95,95,1.007,-58
2025-12-01T15:38:20.290Z,1764603500290,0x1,0x124b00330e3c0e,16,44.61,6804,68,95,95,1.007,-58
2025-12-01T15:39:50.291Z,1764603590291,0x1,0x124b00330e3c0e,15.99,44.61,6804,68,95,95,1.007,-59
2025-12-01T15:41:20.286Z,1764603680286,0x1,0x124b00330e3c0e,16,44.62,6804,68,95,95,1.007,-58
2025-12-01T15:42:50.280Z,1764603770280,0x1,0x124b00330e3c0e,16,44.65,6797,68,94,94,1.006,-58
2025-12-01T15:44:20.272Z,1764603860272,0x1,0x124b00330e3c0e,15.99,44.74,6797,68,95,95,1.004,-58
2025-12-01T15:45:50.275Z,1764603950275,0x1,0x124b00330e3c0e,15.99,44.74,6797,68,94,94,1.004,-59
2025-12-01T15:47:20.271Z,1764604040271,0x1,0x124b00330e3c0e,15.99,44.75,6797,68,95,95,1.004,-59
2025-12-01T15:48:50.265Z,1764604130265,0x1,0x124b00330e3c0e,15.97,44.87,6784,67.8,94,94,1.001,-59
2025-12-01T15:50:20.262Z,1764604220262,0x1,0x124b00330e3c0e,15.97,44.91,6784,67.8,95,95,1,-58
2025-12-01T15:51:50.255Z,1764604310255,0x1,0x124b00330e3c0e,15.98,44.88,6777,67.8,94,94,1.001,-59
2025-12-01T15:53:20.252Z,1764604400252,0x1,0x124b00330e3c0e,15.96,44.95,6777,67.8,94,94,0.998,-59
2025-12-01T15:54:50.247Z,1764604490247,0x1,0x124b00330e3c0e,15.95,44.97,6777,67.8,92,92,0.997,-58
